,County,2022,total,pct
455,"Gwinnett , Georgia",975353,333287557,0.002926460887947281
456,"Habersham , Georgia",47475,333287557,0.00014244456176922321
457,"Hall , Georgia",212692,333287557,0.0006381636383742943
458,"Hancock , Georgia",8387,333287557,2.516445580955187e-05
459,"Haralson , Georgia",31337,333287557,9.402391220983987e-05
460,"Harris , Georgia",36276,333287557,0.00010884294729310881
461,"Hart , Georgia",26909,333287557,8.073808768084312e-05
462,"Heard , Georgia",11725,333287557,3.517983121104038e-05
463,"Henry , Georgia",248364,333287557,0.0007451943367930775
464,"Houston , Georgia",169631,333287557,0.0005089628953654576
465,"Irwin , Georgia",9126,333287557,2.738176030976158e-05
466,"Jackson , Georgia",83936,333287557,0.00025184258529039537
467,"Jasper , Georgia",15951,333287557,4.785957250723285e-05
468,"Jeff Davis , Georgia",14889,333287557,4.467313491694501e-05
469,"Jefferson , Georgia",15314,333287557,4.5948310035468863e-05
470,"Jenkins , Georgia",8689,333287557,2.60705802467147e-05
471,"Johnson , Georgia",9242,333287557,2.77298081068175e-05
472,"Jones , Georgia",28472,333287557,8.542773170496731e-05
473,"Lamar , Georgia",19467,333287557,5.840902125247958e-05
474,"Lanier , Georgia",10171,333287557,3.051719089530846e-05
475,"Laurens , Georgia",49660,333287557,0.0001490004620844576
476,"Lee , Georgia",33642,333287557,0.00010093986197030452
477,"Liberty , Georgia",68030,333287557,0.00020411803132512385
478,"Lincoln , Georgia",7841,333287557,2.3526230833754168e-05
479,"Long , Georgia",18348,333287557,5.5051560175707366e-05
480,"Lowndes , Georgia",119739,333287557,0.0003592663376868882
481,"Lumpkin , Georgia",34796,333287557,0.00010440233746860222
482,"McDuffie , Georgia",21713,333287557,6.51479467023727e-05
483,"McIntosh , Georgia",11180,333287557,3.354460664728627e-05
484,"Macon , Georgia",11765,333287557,3.52998476927838e-05
485,"Madison , Georgia",31473,333287557,9.44319682477675e-05
486,"Marion , Georgia",7449,333287557,2.235006931266864e-05
487,"Meriwether , Georgia",20845,333287557,6.254358904854044e-05
488,"Miller , Georgia",5807,333287557,1.7423392737101194e-05
489,"Mitchell , Georgia",21116,333287557,6.335670071235212e-05
490,"Monroe , Georgia",29427,333287557,8.829312520659149e-05
491,"Montgomery , Georgia",8655,333287557,2.5968566237232794e-05
492,"Morgan , Georgia",21031,333287557,6.310166568864736e-05
493,"Murray , Georgia",40472,333287557,0.00012143267622799371
494,"Muscogee , Georgia",202616,333287557,0.0006079314866231265
495,"Newton , Georgia",117621,333287557,0.00035291146497857406
496,"Oconee , Georgia",43588,333287557,0.00013078196015580624
497,"Oglethorpe , Georgia",15469,333287557,4.6413373902224616e-05
498,"Paulding , Georgia",178421,333287557,0.0005353365172285745
499,"Peach , Georgia",28562,333287557,8.569776878889001e-05
500,"Pickens , Georgia",34826,333287557,0.00010449234982990979
501,"Pierce , Georgia",20168,333287557,6.051231009503304e-05
502,"Pike , Georgia",19990,333287557,5.9978236751274815e-05
503,"Polk , Georgia",43709,333287557,0.0001311450100130801
504,"Pulaski , Georgia",9984,333287557,2.9956113843157966e-05
505,"Putnam , Georgia",22984,333287557,6.89614704097699e-05
506,"Quitman , Georgia",2249,333287557,6.747926686023865e-06
507,"Rabun , Georgia",17206,333287557,5.162508962193269e-05
508,"Randolph , Georgia",6116,333287557,1.8350520058569124e-05
509,"Richmond , Georgia",206640,333287557,0.0006200051446865147
510,"Rockdale , Georgia",94984,333287557,0.0002849911375479283
511,"Schley , Georgia",4496,333287557,1.3489852547960558e-05
512,"Screven , Georgia",13977,333287557,4.1936759133195005e-05
513,"Seminole , Georgia",9127,333287557,2.7384760721805163e-05
514,"Spalding , Georgia",68919,333287557,0.00020678539763187138
515,"Stephens , Georgia",26767,333287557,8.031202917065398e-05
516,"Stewart , Georgia",4648,333287557,1.394591517858556e-05
517,"Sumter , Georgia",28877,333287557,8.664289858261945e-05
518,"Talbot , Georgia",5747,333287557,1.724336801448606e-05
519,"Taliaferro , Georgia",1600,333287557,4.8006592697368534e-06
520,"Tattnall , Georgia",24064,333287557,7.220191541684229e-05
521,"Taylor , Georgia",7737,333287557,2.3214187981221272e-05
522,"Telfair , Georgia",12354,333287557,3.706709038645568e-05
523,"Terrell , Georgia",8754,333287557,2.6265607029547762e-05
524,"Thomas , Georgia",45561,333287557,0.0001367017731178005
525,"Tift , Georgia",41412,333287557,0.0001242530635489641
526,"Toombs , Georgia",26837,333287557,8.052205801370496e-05
527,"Towns , Georgia",12972,333287557,3.892134502939154e-05
528,"Treutlen , Georgia",6365,333287557,1.909762265742192e-05
529,"Troup , Georgia",70191,333287557,0.0002106019217513122
530,"Turner , Georgia",8842,333287557,2.652964328938329e-05
531,"Twiggs , Georgia",7680,333287557,2.30431644947369e-05
532,"Union , Georgia",26388,333287557,7.917487300613506e-05
533,"Upson , Georgia",28086,333287557,8.426957265614329e-05
534,"Walker , Georgia",68915,333287557,0.00020677339598369705
535,"Walton , Georgia",103065,333287557,0.00030923746727214304
536,"Ware , Georgia",35614,333287557,0.0001068566745202552
537,"Warren , Georgia",5155,333287557,1.5467124084683425e-05
538,"Washington , Georgia",19738,333287557,5.9222132916291265e-05
539,"Wayne , Georgia",30896,333287557,9.270073049861864e-05
540,"Webster , Georgia",2328,333287557,6.984959237467122e-06
541,"Wheeler , Georgia",7314,333287557,2.1945013686784593e-05
542,"White , Georgia",28806,333287557,8.642986932752488e-05
543,"Whitfield , Georgia",103132,333287557,0.0003094384948790632
544,"Wilcox , Georgia",8761,333287557,2.628660991385286e-05
545,"Wilkes , Georgia",9599,333287557,2.8800955206377536e-05
546,"Wilkinson , Georgia",8681,333287557,2.6046576950366017e-05
547,"Worth , Georgia",20424,333287557,6.128041557819094e-05
548,"Hawaii , Hawaii",206315,333287557,0.0006190300107723494
549,"Honolulu , Hawaii",995638,333287557,0.0029873242462514133
550,"Kalawao , Hawaii",82,333287557,2.4603378757401375e-07
551,"Kauai , Hawaii",73810,333287557,0.00022146041293704823
552,"Maui , Hawaii",164351,333287557,0.000493120719775326
553,"Ada , Idaho",518907,333287557,0.0015569348123008384
554,"Adams , Idaho",4817,333287557,1.4452984813951515e-05
555,"Bannock , Idaho",89517,333287557,0.0002685878849056462
556,"Bear Lake , Idaho",6722,333287557,2.0168769756981955e-05
557,"Benewah , Idaho",10370,333287557,3.111427289198198e-05
558,"Bingham , Idaho",49923,333287557,0.0001497895704519206
559,"Blaine , Idaho",24866,333287557,7.460824587579787e-05
560,"Boise , Idaho",8333,333287557,2.500243355919825e-05
561,"Bonner , Idaho",51414,333287557,0.00015426318480890662
562,"Bonneville , Idaho",129496,333287557,0.00038854135799615226
563,"Boundary , Idaho",13345,333287557,4.004049872164894e-05
564,"Butte , Idaho",2684,333287557,8.053105924983573e-06
565,"Camas , Idaho",1153,333287557,3.45947508625412e-06
566,"Canyon , Idaho",251065,333287557,0.000753298449722802
567,"Caribou , Idaho",7190,333287557,2.1572962593379988e-05
568,"Cassia , Idaho",25655,333287557,7.697557097818686e-05
569,"Clark , Idaho",806,333287557,2.4183321071299403e-06
570,"Clearwater , Idaho",9015,333287557,2.7048714572923584e-05
571,"Custer , Idaho",4506,333287557,1.3519856668396415e-05
572,"Elmore , Idaho",29403,333287557,8.822111531754544e-05
573,"Franklin , Idaho",15189,333287557,4.5573258530020666e-05
574,"Fremont , Idaho",13978,333287557,4.193975954523859e-05
575,"Gem , Idaho",20418,333287557,6.126241310592943e-05
576,"Gooding , Idaho",15715,333287557,4.715147526494666e-05
577,"Idaho , Idaho",17593,333287557,5.278624908280029e-05
578,"Jefferson , Idaho",33428,333287557,0.00010029777379297722
579,"Jerome , Idaho",25311,333287557,7.594342923519344e-05
580,"Kootenai , Idaho",183578,333287557,0.0005508096421373451
581,"Latah , Idaho",40978,333287557,0.000122950884722048
582,"Lemhi , Idaho",8240,333287557,2.4723395239144795e-05
583,"Lewis , Idaho",3763,333287557,1.1290550520012362e-05
584,"Lincoln , Idaho",5329,333287557,1.598919578026731e-05
585,"Madison , Idaho",54976,333287557,0.0001649506525081583
586,"Minidoka , Idaho",22194,333287557,6.659114489533733e-05
587,"Nez Perce , Idaho",43004,333287557,0.00012902971952235228
588,"Oneida , Idaho",4712,333287557,1.4137941549375034e-05
589,"Owyhee , Idaho",12613,333287557,3.7844197105744336e-05
590,"Payette , Idaho",26956,333287557,8.087910704689164e-05
591,"Power , Idaho",8068,333287557,2.4207324367648085e-05
592,"Shoshone , Idaho",14012,333287557,4.2041773554720496e-05
593,"Teton , Idaho",12544,333287557,3.763716867473693e-05
594,"Twin Falls , Idaho",93696,333287557,0.00028112660683579015
595,"Valley , Idaho",12464,333287557,3.7397135711250094e-05
596,"Washington , Idaho",11087,333287557,3.326556832723281e-05
597,"Adams , Illinois",64725,333287557,0.00019420166952107367
598,"Alexander , Illinois",4858,333287557,1.4576001707738521e-05
599,"Bond , Illinois",16566,333287557,4.970482591403795e-05
600,"Boone , Illinois",53154,333287557,0.00015948390176474545
601,"Brown , Illinois",6330,333287557,1.8992608235896426e-05
602,"Bureau , Illinois",32828,333287557,9.84975265668259e-05
603,"Calhoun , Illinois",4360,333287557,1.3081796510032927e-05
604,"Carroll , Illinois",15529,333287557,4.6593398624839754e-05
605,"Cass , Illinois",12657,333287557,3.79762152356621e-05
606,"Champaign , Illinois",206542,333287557,0.0006197111043062432
607,"Christian , Illinois",33436,333287557,0.0001003217770893259
608,"Clark , Illinois",15229,333287557,4.569327501176409e-05
609,"Clay , Illinois",13047,333287557,3.914637593266046e-05
610,"Clinton , Illinois",36909,333287557,0.00011074220811669845
611,"Coles , Illinois",46334,333287557,0.0001390210916274921
612,"Cook , Illinois",5109292,333287557,0.015329981250995217
613,"Crawford , Illinois",18536,333287557,5.561563763990145e-05
614,"Cumberland , Illinois",10324,333287557,3.097625393797705e-05
615,"DeKalb , Illinois",100232,333287557,0.0003007372999526652
616,"De Witt , Illinois",15310,333287557,4.593630838729452e-05
617,"Douglas , Illinois",19755,333287557,5.927313992103221e-05
618,"DuPage , Illinois",920901,333287557,0.0027630824513499613
619,"Edgar , Illinois",16433,333287557,4.930577111224107e-05
620,"Edwards , Illinois",6071,333287557,1.8215501516607774e-05
621,"Effingham , Illinois",34325,333287557,0.00010298914339607344
622,"Fayette , Illinois",21305,333287557,6.392377858858979e-05
623,"Ford , Illinois",13249,333287557,3.975245916546473e-05
624,"Franklin , Illinois",37242,333287557,0.00011174134532721244
625,"Fulton , Illinois",33021,333287557,9.90766060912379e-05
626,"Gallatin , Illinois",4855,333287557,1.4567000471607765e-05
627,"Greene , Illinois",11651,333287557,3.495780071981505e-05
628,"Grundy , Illinois",53041,333287557,0.00015914485520382028
629,"Hamilton , Illinois",7984,333287557,2.39552897559869e-05
630,"Hancock , Illinois",17244,333287557,5.173910527958894e-05
631,"Hardin , Illinois",3597,333287557,1.0792482120777164e-05
632,"Henderson , Illinois",6151,333287557,1.8455534480094618e-05
633,"Henry , Illinois",48419,333287557,0.00014527695073836795
634,"Iroquois , Illinois",26473,333287557,7.942990802983982e-05
635,"Jackson , Illinois",52617,333287557,0.00015787268049734002
636,"Jasper , Illinois",9212,333287557,2.7639795745509935e-05
637,"Jefferson , Illinois",36400,333287557,0.00010921499838651342
638,"Jersey , Illinois",21246,333287557,6.374675427801824e-05
639,"Jo Daviess , Illinois",21758,333287557,6.528296524433404e-05
640,"Johnson , Illinois",13381,333287557,4.014851355521803e-05
641,"Kane , Illinois",514182,333287557,0.0015427578653948969
642,"Kankakee , Illinois",106074,333287557,0.0003182657071112919
643,"Kendall , Illinois",137254,333287557,0.00041181855463028885
644,"Knox , Illinois",48640,333287557,0.00014594004180000034
645,"Lake , Illinois",709150,333287557,0.002127742200708681
646,"LaSalle , Illinois",108078,333287557,0.0003242785328466373
647,"Lawrence , Illinois",14914,333287557,4.4748145218034645e-05
648,"Lee , Illinois",33848,333287557,0.00010155794685128315
649,"Livingston , Illinois",35521,333287557,0.00010657763620020174
650,"Logan , Illinois",27591,333287557,8.278436869456846e-05
651,"McDonough , Illinois",26861,333287557,8.059406790275102e-05
652,"McHenry , Illinois",311747,333287557,0.0009353694533516593
653,"McLean , Illinois",171141,333287557,0.0005134935175512718
654,"Macon , Illinois",101483,333287557,0.0003044908154191907
655,"Macoupin , Illinois",44245,333287557,0.00013275323086844193
656,"Madison , Illinois",263864,333287557,0.0007917007234686533
657,"Marion , Illinois",36914,333287557,0.00011075721017691638
658,"Marshall , Illinois",11678,333287557,3.503881184499186e-05
659,"Mason , Illinois",12748,333287557,3.824925273162838e-05
660,"Massac , Illinois",13896,333287557,4.169372575766457e-05
661,"Menard , Illinois",12121,333287557,3.6367994380300255e-05
662,"Mercer , Illinois",15504,333287557,4.651838832375011e-05
663,"Monroe , Illinois",35033,333287557,0.000105113435122932
664,"Montgomery , Illinois",28020,333287557,8.407154546126665e-05
665,"Morgan , Illinois",32209,333287557,9.664027151184645e-05
666,"Moultrie , Illinois",14323,333287557,4.2974901700275596e-05
667,"Ogle , Illinois",51351,333287557,0.00015407415885016073
668,"Peoria , Illinois",178383,333287557,0.0005352225015709183
669,"Perry , Illinois",20588,333287557,6.177248315333897e-05
670,"Piatt , Illinois",16723,333287557,5.017589060488088e-05
671,"Pike , Illinois",14484,333287557,4.345796803929287e-05
672,"Pope , Illinois",3770,333287557,1.1311553404317462e-05
673,"Pulaski , Illinois",4991,333287557,1.4975056509535398e-05
674,"Putnam , Illinois",5572,333287557,1.671829590685859e-05
675,"Randolph , Illinois",30068,333287557,9.021638932652983e-05
676,"Richland , Illinois",15435,333287557,4.631135989274271e-05
677,"Rock Island , Illinois",141527,333287557,0.0004246393152925298
678,"St. Clair , Illinois",252671,333287557,0.0007581171114648004
679,"Saline , Illinois",23087,333287557,6.927051285025921e-05
680,"Sangamon , Illinois",194534,333287557,0.0005836821564868681
681,"Schuyler , Illinois",6746,333287557,2.024077964602801e-05
682,"Scott , Illinois",4790,333287557,1.4371973688774706e-05
683,"Shelby , Illinois",20761,333287557,6.229155443687926e-05
684,"Stark , Illinois",5345,333287557,1.6037202372964678e-05
685,"Stephenson , Illinois",43627,333287557,0.00013089897622550607
686,"Tazewell , Illinois",129911,333287557,0.00038978652899424027
687,"Union , Illinois",16767,333287557,5.0307908734798644e-05
688,"Vermilion , Illinois",72337,333287557,0.00021704080599684673
689,"Wabash , Illinois",11087,333287557,3.326556832723281e-05
690,"Warren , Illinois",16354,333287557,4.906873856079782e-05
691,"Washington , Illinois",13643,333287557,4.0934621510637434e-05
692,"Wayne , Illinois",15872,333287557,4.7622539955789586e-05
693,"White , Illinois",13614,333287557,4.0847609561373454e-05
694,"Whiteside , Illinois",54658,333287557,0.0001639965214782981
695,"Will , Illinois",696757,333287557,0.0020905580942525257
696,"Williamson , Illinois",66695,333287557,0.00020011248124693717
697,"Winnebago , Illinois",282188,333287557,0.0008466802737553146
698,"Woodford , Illinois",38128,333287557,0.00011439971039782923
699,"Adams , Indiana",36068,333287557,0.00010821886158804303
700,"Allen , Indiana",391449,333287557,0.0011745082940495136
701,"Bartholomew , Indiana",83540,333287557,0.00025065442212113547
702,"Benton , Indiana",8719,333287557,2.616059260802227e-05
703,"Blackford , Indiana",11919,333287557,3.576191114749597e-05
704,"Boone , Indiana",74164,333287557,0.00022252255880047752
